Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
09/04/2020,384,2,16,58,100,80,51,37,32,16,10,0,201,181,2,181,10,68,74,9,42,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,3,1,2,2,2,3,3,0,11,5,0,8,0,7,1,0,0
08/23/2020,113,1,19,9,35,13,20,15,11,8,2,0,59,54,0,37,1,23,35,5,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,4,2,3,3,1,0,6,13,0,7,0,6,4,1,1
05/25/2020,252,23,60,7,34,35,41,43,49,26,17,0,123,126,3,76,6,67,44,3,56,0,0,1,0,4,4,7,7,0,11,12,0,5,0,10,7,1,0,2,7,3,5,6,12,10,15,0,30,30,0,18,2,31,5,1,3
04/15/2020,630,31,147,21,92,108,110,124,86,47,42,0,303,325,2,231,21,178,64,45,91,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,30,13,0,66,81,0,48,1,68,22,6,2
04/01/2020,459,24,183,3,56,69,87,84,90,41,29,0,236,204,19,98,19,221,62,15,44,0,0,1,1,1,7,6,8,0,12,12,0,3,1,19,0,0,1,1,5,13,26,40,42,31,25,0,78,99,6,38,5,101,27,8,4
07/08/2020,310,4,21,37,100,70,39,32,19,11,2,0,160,149,1,90,8,71,54,12,75,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,1,5,2,1,2,3,4,3,0,10,11,0,7,1,7,4,0,2
09/24/2020,401,3,14,51,113,85,64,45,28,9,6,0,196,203,2,165,6,38,80,6,106,0,0,0,0,1,1,0,1,0,2,1,0,3,0,0,0,0,0,0,0,0,4,4,4,2,0,0,5,9,0,4,0,4,4,1,1
07/28/2020,335,3,10,38,86,75,68,33,19,9,7,0,187,145,3,154,11,74,46,10,40,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,2,4,1,0,0,1,1,0,8,2,0,4,0,5,1,0,0
03/18/2020,162,1,37,2,31,32,40,23,18,11,5,0,80,82,0,19,8,64,62,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,5,7,9,8,6,0,11,26,0,6,3,20,7,0,1
03/13/2020,32,0,12,0,4,13,5,5,5,0,0,0,8,24,0,4,2,4,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,2,0,0,6,6,0,2,0,5,5,0,0
04/20/2020,990,40,182,24,158,182,211,195,122,56,41,1,478,501,11,402,26,249,116,44,153,0,0,1,1,4,6,10,18,0,15,25,0,11,2,15,11,1,0,1,8,15,31,35,38,25,29,0,75,106,1,64,5,70,29,12,2
07/05/2020,88,3,12,6,28,19,14,11,8,2,0,0,52,35,1,23,0,19,19,7,20,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,1,3,2,1,1,2,0,3,9,0,4,1,3,4,0,0
06/24/2020,244,9,23,22,76,56,29,34,11,8,8,0,142,101,1,81,5,51,40,8,59,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,3,1,3,2,6,1,0,16,7,0,6,0,13,4,0,0
05/29/2020,462,20,40,33,117,70,85,75,42,18,22,0,249,208,5,219,9,99,33,17,85,0,0,0,1,3,5,6,5,0,11,9,0,7,0,10,2,1,0,3,1,2,5,10,7,6,6,0,24,16,0,7,1,23,7,2,0
07/02/2020,254,6,19,25,80,43,39,28,21,10,8,0,144,110,0,79,5,62,50,6,52,0,0,0,0,1,1,1,3,0,3,3,0,3,0,2,1,0,0,0,5,2,3,1,3,1,4,0,9,10,0,6,0,6,5,1,1
08/21/2020,415,5,11,58,133,82,45,54,29,11,3,0,230,182,3,217,15,55,67,16,45,0,0,0,1,1,1,1,1,0,3,2,0,4,0,0,1,0,0,0,0,1,3,3,1,2,1,0,6,5,0,6,0,3,2,0,0
06/15/2020,235,20,27,36,57,42,34,30,25,9,2,0,131,102,2,101,5,50,20,9,50,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,3,3,1,5,8,0,3,0,17,10,0,11,1,10,5,0,0
08/01/2020,141,5,16,7,45,27,18,24,11,6,3,0,69,72,0,48,0,32,32,6,23,0,0,0,0,1,0,2,2,0,3,2,0,2,0,2,1,0,0,0,3,2,4,2,0,4,1,0,8,8,0,6,0,8,2,0,0
04/14/2020,663,33,172,16,103,120,120,124,78,51,51,0,352,310,1,230,24,195,94,36,84,0,1,2,1,3,5,9,12,0,11,22,0,8,2,13,10,0,0,3,7,13,21,38,31,30,29,0,73,98,1,59,4,71,27,9,2
07/06/2020,284,5,20,22,81,66,41,36,21,11,6,0,150,127,7,87,12,66,46,7,66,0,0,0,0,1,2,0,2,0,4,1,0,1,0,2,2,0,0,0,1,3,2,4,3,4,3,0,11,9,0,2,1,12,5,0,0
09/13/2020,121,3,17,13,35,30,19,12,9,3,0,0,61,60,0,35,1,14,36,5,30,0,0,0,0,0,0,1,2,0,2,1,0,1,0,2,0,0,0,2,3,2,0,4,3,2,1,0,10,7,0,9,0,3,5,0,0
09/10/2020,322,2,13,23,118,67,45,36,24,5,4,0,183,137,2,126,7,39,95,4,51,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,3,1,1,2,4,2,0,0,11,2,0,6,0,6,1,0,0
08/07/2020,415,2,20,65,107,82,55,48,35,13,10,0,199,215,1,181,9,68,86,18,53,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,2,3,0,5,4,2,4,0,11,9,0,8,0,9,2,0,1
08/22/2020,184,2,13,18,54,30,28,25,16,11,2,0,92,90,2,66,4,28,48,12,26,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,2,1,6,0,0,9,4,0,1,0,9,3,0,0
03/24/2020,350,2,122,1,59,67,58,56,61,34,14,0,158,191,1,63,13,156,84,9,25,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1,3,11,15,29,27,22,14,0,49,73,0,22,0,74,19,5,2
04/21/2020,871,36,167,20,149,164,158,151,109,56,64,0,435,429,7,357,13,208,117,37,139,0,1,0,3,0,7,11,14,0,14,22,0,12,2,18,4,0,0,1,5,10,16,33,35,33,34,0,70,97,0,56,4,71,25,9,2
09/23/2020,383,5,22,49,119,84,55,38,27,6,5,0,185,186,12,146,5,46,66,19,101,0,0,0,1,0,0,2,2,0,2,3,0,0,0,4,1,0,0,1,4,5,4,3,2,2,1,0,15,7,0,10,0,4,7,0,1
05/28/2020,522,22,52,41,111,89,98,70,62,27,24,0,258,256,8,211,7,115,57,14,118,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,3,2,4,5,7,12,6,13,0,28,24,0,23,2,17,8,1,1
04/27/2020,1156,35,167,42,234,201,232,205,125,53,64,0,571,554,31,516,24,200,107,61,248,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,9,16,38,37,20,36,0,76,89,2,54,4,69,28,11,1
09/12/2020,134,0,9,11,31,32,24,19,11,5,1,0,69,63,2,35,7,21,31,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,0,5,4,0,5,1,3,0,0,0
08/19/2020,470,5,16,55,144,84,57,71,39,13,7,0,250,219,1,205,4,79,91,23,68,0,0,0,1,0,2,1,1,0,3,2,0,2,0,1,2,0,0,0,2,1,1,4,2,5,1,0,9,7,0,3,0,9,4,0,0
05/19/2020,893,27,73,78,212,172,148,131,85,39,28,0,451,436,6,421,13,140,70,42,207,0,1,1,3,6,5,6,5,0,8,19,0,10,2,11,3,0,1,5,3,10,12,13,14,8,8,0,39,34,0,30,1,28,10,3,1
09/16/2020,368,4,25,49,119,78,49,34,25,11,3,0,205,161,2,170,5,57,87,4,45,0,0,0,0,0,2,1,1,0,3,1,0,1,0,1,2,0,0,1,3,2,3,0,10,5,1,0,18,7,0,9,0,6,7,0,3
06/16/2020,212,11,20,18,60,37,32,32,21,3,9,0,118,92,2,75,5,52,21,5,54,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,3,1,3,3,4,2,3,0,12,8,0,6,1,10,3,0,0
07/19/2020,101,2,17,15,27,24,10,13,5,6,1,0,53,47,1,27,2,32,21,3,16,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,1,4,5,1,1,1,0,10,7,0,2,0,11,3,0,1
04/29/2020,1153,42,156,54,209,230,219,202,118,62,59,0,533,589,31,514,17,174,113,46,289,0,1,1,4,4,5,8,19,0,20,22,0,16,3,13,10,0,0,0,12,12,22,25,34,20,31,0,78,78,0,59,4,46,33,9,5
09/02/2020,399,3,12,41,124,80,65,46,25,12,6,0,221,178,0,160,7,59,86,14,73,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,0,1,4,2,2,3,0,0,0,4,8,0,7,0,2,3,0,0
05/11/2020,1014,38,114,62,205,198,193,142,114,69,31,0,511,489,14,525,14,159,83,29,204,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,4,7,11,14,20,24,24,10,0,42,70,2,45,3,36,21,7,2
08/15/2020,222,5,14,18,65,41,29,35,21,11,2,0,105,115,2,76,7,51,59,6,23,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,0,3,2,0,3,0,5,1,0,6,8,0,3,0,8,3,0,0
07/21/2020,287,1,27,25,82,57,55,29,22,8,9,0,140,147,0,91,3,88,52,17,36,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,5,6,1,5,3,4,0,13,14,0,6,1,12,6,0,2
03/06/2020,3,0,3,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1,0,0
05/10/2020,307,39,94,17,60,52,64,42,41,14,17,0,138,168,1,121,7,64,38,14,63,0,0,1,3,2,11,8,14,0,15,24,0,16,1,15,6,1,0,2,9,8,16,9,28,13,9,0,39,54,1,41,3,32,12,6,0
09/17/2020,387,0,17,38,120,89,50,40,30,11,9,0,185,201,1,129,11,46,112,13,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,5,3,1,0,0,7,10,0,5,0,3,8,1,0
09/07/2020,72,1,10,4,19,17,5,10,11,3,3,0,39,33,0,21,0,23,13,3,12,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,5,0,0,2,1,1,0,7,3,0,4,0,4,1,0,1
08/24/2020,528,3,21,87,126,105,92,64,30,17,7,0,273,248,7,290,8,59,91,17,63,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,2,4,1,3,4,1,3,0,7,14,0,6,1,7,5,2,0
10/04/2020,125,5,,13,24,23,16,22,12,12,3,0,51,74,0,24,3,21,33,8,36,0,0,0,0,0,0,1,4,0,3,2,0,1,0,0,3,0,1,,,,,,,,,,,,,,,,,,
06/19/2020,219,15,32,28,69,38,28,24,16,10,6,0,111,103,5,88,2,48,29,7,45,0,0,0,1,3,3,2,6,0,7,8,0,3,1,5,6,0,0,3,3,2,4,5,7,4,4,0,16,16,0,10,0,16,5,0,1
09/09/2020,404,5,14,41,133,77,53,47,37,11,5,0,220,184,0,198,11,56,80,8,51,0,0,0,0,1,1,2,1,0,4,1,0,5,0,0,0,0,0,0,1,0,4,3,1,4,1,0,7,7,0,6,0,4,2,2,0
10/03/2020,196,0,,20,48,40,34,22,18,8,6,0,102,94,0,58,4,23,39,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
03/14/2020,31,0,11,0,9,2,7,6,3,3,1,0,17,12,2,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,8,3,0,3,0,5,3,0,0
06/08/2020,273,15,31,21,63,48,49,40,24,15,13,0,136,131,6,135,3,44,28,10,53,0,0,1,1,2,2,3,6,0,6,9,0,5,1,5,3,1,0,1,5,1,4,7,4,3,6,0,17,14,0,9,2,12,6,2,0
05/22/2020,725,35,70,64,155,135,125,112,74,35,25,0,369,346,10,349,10,145,61,28,132,0,0,0,1,6,9,8,11,0,16,19,0,11,2,14,8,0,0,0,7,10,6,8,13,14,12,0,26,43,1,31,3,28,5,0,3
06/17/2020,220,21,22,18,57,33,32,30,23,14,13,0,110,109,1,98,3,44,31,6,38,0,0,0,1,3,7,5,5,0,11,10,0,9,1,7,4,0,0,1,2,3,2,2,4,5,3,0,13,9,0,6,0,13,2,1,0
05/23/2020,328,30,67,31,64,57,54,54,36,18,14,0,176,151,1,124,7,68,33,10,86,0,1,1,1,2,4,9,12,0,16,14,0,9,0,10,11,0,0,3,7,5,9,8,19,7,9,0,28,39,0,27,3,30,4,2,1
03/16/2020,78,1,17,1,14,21,18,12,7,4,1,0,37,41,0,8,6,25,30,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,7,3,2,2,1,0,4,13,0,2,0,11,4,0,0
06/25/2020,248,11,16,21,69,65,37,21,20,11,4,0,123,125,0,85,3,57,42,10,51,0,0,1,3,0,2,2,3,0,6,5,0,7,0,3,1,0,0,0,2,1,2,3,3,4,1,0,7,9,0,6,0,9,1,0,0
05/21/2020,804,34,79,75,177,137,120,122,79,51,43,0,417,369,18,366,24,132,54,29,199,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,5,10,12,11,19,13,8,0,38,41,0,31,8,31,5,3,1
04/05/2020,292,26,146,3,31,50,49,73,42,20,24,0,127,162,3,71,11,109,54,11,36,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,11,24,35,25,25,23,0,56,89,1,31,9,80,17,6,3
06/27/2020,130,5,13,11,41,21,24,13,10,7,3,0,64,65,1,44,2,33,21,6,24,0,0,0,0,0,1,2,2,0,4,1,0,1,0,3,1,0,0,1,3,0,1,1,4,0,3,0,9,4,0,6,0,6,1,0,0
03/21/2020,125,2,66,0,18,25,20,28,16,13,5,0,53,72,0,25,6,61,26,3,4,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,8,19,11,14,4,0,23,43,0,13,4,34,12,2,1
08/17/2020,499,3,16,69,148,84,72,63,30,23,10,0,238,255,6,263,10,77,89,15,45,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,0,2,2,5,2,4,1,0,7,9,0,5,0,8,3,0,0
05/16/2020,516,28,76,35,107,87,93,77,60,35,22,0,279,231,6,203,11,98,51,16,137,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,9,4,11,13,11,15,11,0,37,39,0,27,4,29,10,1,5
08/31/2020,407,2,24,58,120,68,59,50,29,14,9,0,215,191,1,181,3,59,76,14,74,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,5,0,4,3,3,2,5,0,13,11,0,5,1,13,3,2,0
07/27/2020,364,1,15,51,102,67,50,40,30,14,10,0,193,167,4,173,12,80,51,9,39,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,3,1,4,0,2,3,0,7,8,0,4,2,6,2,0,1
08/11/2020,384,4,14,47,102,73,67,48,37,7,3,0,182,200,2,160,4,74,78,16,52,0,0,0,0,1,0,1,2,0,1,3,0,1,1,2,0,0,0,0,0,2,0,2,6,1,3,0,10,4,0,2,0,6,6,0,0
09/03/2020,332,3,17,37,98,59,49,49,22,13,5,0,176,155,1,137,5,54,81,6,49,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,2,1,4,3,2,1,0,8,9,0,8,0,6,2,1,0
08/05/2020,377,4,13,43,115,82,54,33,32,14,4,0,185,190,2,170,3,83,71,11,39,0,0,0,1,0,2,1,0,0,0,4,0,3,0,1,0,0,0,0,0,0,1,4,1,3,4,0,7,6,0,2,0,8,3,0,0
07/14/2020,322,3,19,46,82,69,48,38,23,15,1,0,184,136,2,137,3,71,61,9,41,0,0,0,0,1,0,1,1,0,3,0,0,2,0,0,0,0,1,0,2,2,2,3,6,4,0,0,12,7,0,8,0,8,2,1,0
06/11/2020,203,10,23,19,64,27,29,32,19,9,4,0,107,91,5,98,3,31,25,7,39,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,3,2,3,0,7,16,0,12,0,8,3,0,0
05/13/2020,875,45,95,56,188,166,163,134,96,40,32,0,449,419,7,419,14,122,68,28,224,0,0,2,3,4,13,10,13,0,17,28,0,18,5,14,6,1,1,2,4,6,10,18,26,18,11,0,52,43,0,39,2,41,9,2,2
05/06/2020,975,43,132,55,190,162,213,169,95,53,38,0,472,469,34,462,13,147,88,40,225,0,0,1,3,5,11,9,14,0,14,29,0,13,5,13,12,0,0,2,1,10,21,23,31,25,19,0,61,71,0,44,1,50,23,14,0
10/05/2020,164,0,,11,50,36,27,14,15,8,3,0,84,80,0,40,5,31,49,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
09/19/2020,166,2,13,11,48,39,23,24,16,2,3,0,86,78,2,58,2,17,32,12,45,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,1,1,1,0,2,3,2,3,0,9,3,1,7,0,5,1,0,0
07/18/2020,134,4,12,13,38,25,21,20,9,5,3,0,62,72,0,41,1,42,20,5,25,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,1,1,1,2,4,2,0,7,5,0,1,0,8,2,1,0
09/20/2020,102,6,13,13,27,26,14,9,5,7,1,0,51,50,1,27,3,13,16,2,41,0,0,0,0,0,3,1,2,0,3,3,0,3,0,1,2,0,0,0,1,2,1,4,2,2,1,0,4,9,0,3,0,5,4,1,0
09/27/2020,148,1,21,14,46,28,24,15,11,8,2,0,83,65,0,44,1,24,28,12,39,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,6,2,4,4,1,0,13,8,0,7,1,8,4,0,1
04/11/2020,398,33,142,7,53,71,65,83,55,38,26,0,184,212,2,103,17,146,53,16,63,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,29,33,32,20,0,58,83,1,37,5,74,16,7,3
06/03/2020,281,21,43,24,61,47,41,44,32,18,14,0,153,127,1,109,3,67,26,19,57,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,6,5,2,3,14,7,5,0,20,23,0,12,0,24,6,0,1
10/06/2020,44,1,,4,11,11,5,6,1,5,1,0,28,16,0,8,1,9,13,5,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,
10/01/2020,352,3,13,51,115,65,38,49,17,15,2,0,176,173,3,136,3,24,60,20,109,0,0,0,0,2,1,0,0,0,1,2,0,2,0,1,0,0,0,1,0,5,0,3,2,2,0,0,8,5,0,6,1,3,2,0,1
05/20/2020,771,29,70,58,208,131,138,107,74,37,18,0,404,359,8,357,5,144,59,27,179,0,1,1,1,6,10,4,6,0,7,22,0,15,3,7,4,0,0,3,7,4,7,7,15,15,12,0,37,33,0,25,1,34,6,1,3
03/30/2020,440,12,160,6,54,79,81,82,59,43,36,0,217,223,0,85,12,210,78,17,38,0,0,1,1,2,2,5,1,0,4,8,0,3,1,6,2,0,0,0,9,10,16,33,34,34,24,0,69,91,0,26,2,103,19,9,1
08/18/2020,393,1,10,50,122,74,56,45,22,20,4,0,203,188,2,184,7,59,75,9,59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,3,1,0,0,2,2,0,7,3,0,3,0,5,2,0,0
03/23/2020,291,3,106,4,46,56,53,56,30,35,11,0,141,150,0,38,13,134,74,11,21,1,1,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,5,15,13,18,18,26,10,0,51,54,1,16,5,67,12,5,1
06/10/2020,234,11,23,10,57,46,32,36,26,18,9,0,129,101,4,98,3,46,30,7,50,0,0,1,2,2,1,4,1,0,4,7,0,4,1,6,0,0,0,0,0,2,2,6,3,5,5,0,13,10,0,3,1,15,4,0,0
03/12/2020,21,0,8,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,4,4,0,0,1,4,3,0,0
09/26/2020,233,4,15,26,65,49,34,40,11,7,1,0,107,126,0,78,5,12,54,14,70,0,0,1,0,1,1,0,1,0,1,3,0,2,0,1,1,0,0,0,1,5,1,4,0,3,1,0,11,4,0,2,0,4,7,2,0
03/15/2020,40,0,24,0,3,8,9,8,5,4,3,0,13,27,0,6,4,12,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,4,5,4,2,0,9,15,0,4,2,14,4,0,0
05/09/2020,521,52,83,34,104,100,98,90,54,28,13,0,264,253,4,243,9,91,37,17,124,0,1,0,4,6,6,11,24,0,23,29,0,26,3,14,8,1,0,1,7,8,11,16,17,14,9,0,43,39,1,35,1,27,13,5,2
08/25/2020,395,4,21,49,113,73,65,49,26,10,9,1,213,178,4,175,7,59,75,16,63,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,3,2,1,7,3,3,2,0,11,10,0,7,0,10,4,0,0
03/19/2020,184,2,39,5,34,47,36,25,18,17,2,0,85,97,2,20,10,79,63,7,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,8,9,6,11,2,0,16,22,1,4,1,25,8,1,0
09/30/2020,443,2,13,48,131,90,52,62,34,16,10,0,228,214,1,131,6,72,81,23,130,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,2,2,2,1,1,2,2,0,8,5,0,6,0,3,3,1,0
05/07/2020,938,49,135,58,179,194,171,147,116,40,33,0,480,446,12,434,10,123,90,48,233,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,2,4,17,19,19,33,24,17,0,53,82,0,59,3,41,22,8,2
03/25/2020,367,5,124,2,51,71,72,82,33,36,20,0,169,197,1,49,10,184,86,18,20,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,16,25,16,28,17,0,54,70,0,13,2,92,14,3,0
05/05/2020,1090,57,154,54,206,206,218,206,125,48,27,0,550,500,40,487,16,160,96,48,283,0,1,1,1,0,10,17,27,0,26,31,0,17,5,21,13,0,1,2,12,13,18,36,34,22,17,0,74,79,1,54,7,56,24,12,1
09/21/2020,414,2,18,51,122,81,56,45,32,20,7,0,212,199,3,200,4,39,64,16,91,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,2,1,4,4,3,1,0,11,7,0,9,0,8,1,0,0
05/02/2020,717,50,162,25,142,126,154,141,74,40,15,0,342,371,4,352,9,108,55,21,172,0,0,1,1,8,14,11,15,0,21,29,0,11,3,24,11,1,0,2,9,8,27,33,31,33,19,0,66,96,0,59,4,61,25,10,3
05/01/2020,1171,39,137,58,224,221,204,193,133,70,68,0,616,524,31,534,26,192,108,48,263,0,1,0,1,4,12,8,13,0,14,25,0,12,1,15,10,0,1,0,14,12,16,21,24,31,19,0,75,62,0,49,3,57,21,3,4
10/02/2020,379,3,13,45,95,86,51,42,25,26,9,0,192,186,1,150,6,36,73,19,95,0,0,0,0,1,0,2,0,0,1,2,0,1,0,1,1,0,0,0,2,1,1,3,2,2,2,0,7,6,0,3,1,3,4,2,0
08/10/2020,378,2,18,41,108,69,64,49,24,18,5,0,186,191,1,183,8,59,68,13,47,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,3,1,1,2,2,3,3,3,0,9,9,0,2,2,6,7,1,0
06/22/2020,220,9,26,23,60,35,37,27,20,15,3,0,114,105,1,100,3,44,27,5,41,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,2,3,5,4,4,3,0,11,15,0,13,0,10,3,0,0
07/03/2020,174,5,22,14,52,36,26,17,16,9,4,0,106,67,1,42,1,44,32,10,45,0,0,0,0,0,2,1,2,0,3,2,0,1,0,4,0,0,0,4,0,1,5,3,4,3,2,0,9,13,0,3,0,13,4,1,1
08/30/2020,102,4,18,11,24,17,18,15,8,4,5,0,50,51,1,28,1,22,32,4,15,0,0,0,0,0,0,3,1,0,3,1,0,1,0,3,0,0,0,2,2,1,1,2,4,1,5,0,8,9,1,6,0,8,4,0,0
09/01/2020,329,3,11,33,98,70,38,44,32,8,6,0,178,151,0,127,4,54,77,7,60,0,0,0,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,1,1,4,1,1,1,2,0,4,7,0,3,0,5,2,1,0
08/28/2020,379,4,16,64,107,60,50,48,30,15,5,0,178,200,1,164,7,66,70,15,57,0,0,1,0,1,0,2,0,0,4,0,0,2,0,2,0,0,0,1,1,1,3,1,2,3,4,0,8,8,0,4,0,10,1,1,0
07/10/2020,344,6,24,35,121,74,50,24,17,18,5,0,167,175,2,102,6,99,66,11,60,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,4,1,9,4,0,12,12,0,4,0,15,5,0,0
04/17/2020,774,43,147,16,130,125,143,143,118,49,50,0,383,379,12,282,23,206,114,43,106,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,18,33,30,26,19,0,66,81,0,50,7,57,17,11,5
07/31/2020,393,2,14,47,113,81,64,42,31,8,7,0,208,182,3,187,5,76,73,12,40,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,2,3,1,1,5,1,1,0,8,6,0,5,1,5,3,0,0
05/31/2020,121,22,29,16,28,20,22,12,13,5,5,0,59,61,1,45,1,40,7,0,28,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,3,2,2,4,11,2,2,0,11,18,0,7,1,19,0,0,2
05/30/2020,239,21,41,22,55,41,43,41,23,9,5,0,132,105,2,97,4,45,21,12,60,0,0,0,2,1,7,5,6,0,11,10,0,11,0,5,4,1,0,1,4,1,6,10,8,5,6,0,16,25,0,13,2,15,7,1,3
